name,percentage,role,author
Agnes_Laurentina,0.238217,heiress,female
Annette,0.44388,unmoneyed,female
Count_Montoni,2.0048619999999997,"moneyed, suitor",female
Count_Morano,0.303318,suitor,female
Emily,13.668192000000001,"heiress, ward",female
Madame_Montoni,1.013528,"guardian, moneyed",female
St_Aubert,0.0033299999999999996,father,female
Valancourt,1.3721459999999999,"unmoneyed, suitor",female
