Kit_Rackrent, 14.295344,heir,female
Thady_M'Quirk, 15.089131,unmoneyed,female
Lady Rackrent, 2.800126,moneyed,female
Sir_Condy, 4.506017,heir,female
Sir_Murtagh, 1.713778,heir,female
Sir_Patrick, 0.517719,heir,female
Jason_M'Quirk, 0.897761,heir,female
Judy M'Quirk, 1.703739,unmoneyed,female
Isabella (Castle Rackrent), 0.047326,heiress,female
