name,percentage,role,author
Kit_Rackrent, 7.796454,heir,female
Thady_M'Quirk, 2.82686,unmoneyed,female
Lady Rackrent, 2.531409,moneyed,female
Sir_Condy, 2.0072,heir,female
Sir_Murtagh, 1.287936,heir,female
Sir_Patrick, 1.073519,heir,female
Jason_M'Quirk, 1.056308,heir,female
Judy M'Quirk, 0.61098,unmoneyed,female
Isabella (Castle Rackrent), 0.20079,heiress,female
