name,num
I,1324
me,704
it,691
Sophia,679
Mr Jones,650
Jones,480
Man,407
Allworthy,393
Mrs Miller,345
Mr Allworthy,323
Lady Bellaston,296
Gentleman,261
Squire,214
Daughter,205
Honor,203
Fellow,198
JONES,196
Mrs Fitzpatrick,174
Woman,162
we,159
Father,158
Letter,149
Nephew,128
Mr Nightingale,123
Person,122
World,120
Partridge,120
Nightingale,118
Time,110
nothing,110
Lady Lady,109
Name,108
House,107
Son,106
Lord Fellamar,102
Mr Blifil,100
Mr Western,100
Cousin,99
Uncle,98
Fortune,96
Matter,90
us,88
Heart,87
Wife,87
Blifil,84
Love,83
Thing,81
Family,79
Room,79
Friend,78
Aunt,77
Account,73
Life,73
Truth,72
Kind,72
Miss Bridget,71
Word,71
Company,71
Women,69
Brother,69
Madam,68
Mind,67
Nancy,65
Happiness,64
Manner,63
Power,61
Servant,61
Business,60
Behavior,60
Day,59
Affair,59
Girl,59
Means,58
Child,58
Nature,57
Words,57
Thoughts,56
Miss Nancy,55
Mother,55
Opinion,54
Men,53
Eyes,53
Reader,53
Marriage,53
George,53
thing,52
Town,51
Passion,51
People,50
Part,50
Answer,48
Wretch,48
Door,47
Service,47
Affairs,47
Children,47
Occasion,46
Satisfaction,46
myself,46
Reason,45
Bellaston Lady,44
Visit,44
Matters,43
News,43
Servants,43
Moment,43
himself,43
Creature,42
Advice,41
Hands,41
Mrs Western,40
Mr Fitzpatrick,40
Persons,40
herself,40
Consent,40
Fitzpatrick,40
others,39
something,39
Pleasure,39
Conscience,39
Character,39
Inclinations,39
Hand,39
Husband,39
Face,38
Affection,38
Lady Domino,37
Conversation,37
Gentlemen,37
Insolence,37
V,37
thee,36
deed,36
Lawyer,36
Lodgings,34
Place,34
Suspicion,34
Situation,34
Niece,34
Match,33
kind,33
Money,33
Secret,33
Things,33
yourself,33
Goodness,33
Friends,33
tender,32
Purpose,32
Case,32
Opportunity,32
none,32
Obligations,32
Morning,31
Acquaintance,31
Care,31
Fellows,31
Fashion,31
Devil,31
Accident,31
Evening,30
Spirits,30
Night,30
Liberty,30
Ladies,29
Times,29
Cause,29
Head,29
Way,29
one,29
Ears,29
Speech,29
Tears,28
Method,28
Hopes,28
Tenderness,28
Resolution,27
Consequence,27
Ambition,27
Virtue,27
Mamma,27
Voice,27
Anger,27
Mr Dowling,26
Scheme,26
Earth,26
Joy,26
Black,26
Methods,25
Parts,25
Parson,25
Favor,25
Lady Mr,24
Miss Western,24
Return,24
Notice,24
Home,24
Concern,24
Readers,24
Leave,24
Villain,24
A,24
Good,23
Ruin,23
End,23
Condition,23
Subject,23
Presence,23
Offer,23
Parents,23
Action,23
Crime,23
Infidelity,23
Light,22
Lodging,22
Success,22
Chair,22
Excuse,22
Gratitude,22
Thi,22
Humor,21
Virgil,21
Patience,21
Temper,21
Characters,21
Sense,21
He,21
Heaven,21
Knowledge,21
Promise,21
Irish,21
Point,21
My,21
Dear,21
Lady I,20
Letters,20
Play,20
Reputation,20
length,20
Book,20
Sentiments,20
Use,20
mine,20
Discovery,19
MR,19
Confidence,19
itself,19
Fool,19
Human,19
Tongue,19
You,19
Proposal,19
Intention,19
Tom,19
Friendship,18
Blood,18
Years,18
Merit,18
Right,18
Idea,18
Regard,18
Murder,18
Danger,18
Advantage,18
P,18
Fact,18
England,18
O,18
Value,18
Lady me,17
Authority,17
Doors,17
Office,17
Year,17
Spirit,17
Lips,17
Alteration,17
Design,17
nay,17
Offense,17
Degree,17
Misery,17
It,17
Fondness,17
Gang,17
Thought,17
Pardon,17
Western I,16
Sigh,16
thou,16
Art,16
Lover,16
Chapter,16
Bed,16
Bottle,16
Desire,16
Hour,16
Effect,16
m,16
Law,16
Sophy,16
Soul,16
Errors,16
i,16
Heroine,16
Violence,16
Wound,16
Villains,16
Villainy,16
Amor,16
Miss Miller,15
Scene,15
Figure,15
London,15
Body,15
Angel,15
Relation,15
Gentlewoman,15
Faults,15
Masquerade,15
Possession,15
Bank,15
Vices,15
Message,15
Arms,15
Worship,15
Hearts,15
Act,15
Hero,14
Upton,14
Sake,14
Observation,14
Apartment,14
Table,14
Reflection,14
Generosity,14
Information,14
Resentment,14
tha,14
Papa,14
Measures,14
Mercy,14
Addresses,14
Folly,14
Forgiveness,14
writ,14
Western Mr,13
while,13
Title,13
Charity,13
Side,13
Wine,13
Quality,13
doubt,13
Harm,13
Bosom,13
Consideration,13
Coach,13
Arrival,13
Occasions,13
Liking,13
Command,13
Vagabond,13
Clergyman,13
Surgeon,13
Vice,13
Feet,13
Uneasiness,13
Boy,13
YOUNG,13
