name,num
I,2166
Mr Jones,401
Jones,265
Sophia,255
Allworthy,245
Mrs Miller,216
Mr Allworthy,170
we,162
Gentleman,136
Man,124
Lady Bellaston,122
me,120
Mr Nightingale,109
Mrs Fitzpatrick,102
JONES,102
it,100
Fellow,96
Lady Lady,83
Partridge,77
Squire,77
Nightingale,74
You,67
Woman,66
Daughter,64
Lord Fellamar,53
Father,49
Madam,47
Mr Blifil,45
Mr Western,43
Honor,43
George,42
Nephew,41
Reader,40
Lady I,37
Blifil,36
Bellaston Lady,35
Waters,35
Fortune,34
Son,34
Sir I,32
Miss Nancy,31
Women,31
Lady Domino,29
Mrs Western,28
O,28
Friend,28
Uncle,28
V,28
Wife,27
thou,26
World,26
Mother,26
deed,26
Miss Bridget,25
Cousin,25
Devil,24
Girl,24
Letter,23
Black,23
Person,21
Aunt,21
Child,21
Children,21
My,21
Gentlemen,20
Lawyer,20
Mr Fitzpatrick,19
He,19
nothing,18
P,18
Brother,17
Behavior,16
Lord I,15
Mr Dowling,15
House,15
Men,15
Readers,15
one,15
Parson,15
Company,14
us,14
Mr Nightingle,13
Fitzpatrick,13
Character,13
Affairs,13
Conscience,13
Servant,13
Husband,13
Nancy,13
Ladyship Ladyship,12
Miss Miller,12
Love,12
others,12
Mind,12
Town,12
N,12
Mamma,12
Acquaintance,12
Persons,12
none,12
Niece,12
Fellows,12
Surgeon,12
herself,12
Dowling,12
Lady Mr,11
Bellaston I,11
Western I,11
Western Mrs,11
Western Mr,11
Name,11
Heart,11
Critic,11
Poor,11
Sophy,11
MR,11
Tom,11
Job,11
Mistress Mistress,10
Maid,10
Body,10
B,10
ay,10
Parents,10
Officer,10
Yes,10
Mr Partridge,9
quest Gentleman,9
Ladies,9
Accident,9
News,9
People,9
Account,9
A,9
Heaven,9
himself,9
nay,9
Time,9
Service,9
Dear,9
YOUNG,9
Lordship I,8
Ladyship I,8
Sir Sir,8
Lady Squire,8
Lady Lord,8
Eyes,8
Book,8
Coach,8
Well,8
Papa,8
We,8
Gang,8
Goodness,8
Villains,8
Virtue,8
It,8
Thi,8
Villain,8
Thoughts,8
Lordship Lordship,7
Lady Sophia,7
Mrs Etoff,7
Miss Western,7
Lord Lord,7
Grandmother,7
Chapter,7
Porter,7
Conversation,7
Times,7
Voice,7
Our,7
The,7
Writers,7
Passion,7
Kind,7
don,7
Family,7
Manner,7
Friends,7
Hand,7
C,7
Sce,7
Lady Mrs,6
Lady we,6
Sir Mr,6
Bellaston Sophia,6
Tears,6
Peer,6
Virgil,6
Day,6
Arrival,6
Business,6
Occasion,6
Gentry,6
thing,6
something,6
Matter,6
Wretch,6
Tenderness,6
Door,6
Offices,6
Thwackum,6
H,6
Parties,6
Nature,6
W,6
Necessity,6
Pang,6
Lady Cousin,5
Hero,5
Advice,5
Entrance,5
Betty,5
endeavor,5
Evening,5
Cause,5
Matters,5
Rascal,5
Play,5
Betsy,5
Years,5
Presence,5
Mask,5
Satisfaction,5
Part,5
ray,5
Servants,5
Sufferings,5
Neice,5
Harriet,5
i,5
Affair,5
Marriage,5
Jack,5
Charms,5
Cheerfulness,5
Privileges,5
Infidelity,5
Nobleman,5
Ruin,5
Angel,5
Girls,5
Dancing,5
Fashion,5
Bellaston Mrs,4
Antagonist Fellow,4
Western Sophia,4
Lord Sophia,4
Mrs Wilkins,4
Sister Sister,4
Aristotle Cicero,4
Lady A,4
tender,4
Opinion,4
Learning,4
Footman,4
Personages,4
Answer,4
Wine,4
Insolence,4
Spirits,4
Miller,4
Truth,4
Imagination,4
T,4
Enemy,4
Brethren,4
Resentment,4
Apprehension,4
Author,4
Authors,4
Hackney,4
And,4
unt,4
Turnkey,4
Thing,4
Means,4
Word,4
Hamlet,4
Authority,4
Square,4
Laws,4
Sense,4
Upton,4
What,4
Writer,4
Neighbor,4
Perseverance,4
Ewe,4
Herds,4
Flocks,4
Invention,4
Things,4
Office,4
Pig,4
yourself,4
Discoveries,4
Nay,4
Art,4
Ears,4
Thucydides,4
Livy,4
J,4
itt,4
bin,4
Lordship Mr,3
Doctor Doctor,3
King Face,3
Lady Jones,3
Western Lady,3
Western Title,3
Bellaston Country,3
Country Gentlemen,3
Sister I,3
Miss I,3
Mistress House,3
Lord My,3
Western Western,3
Bellaston Mr,3
Bellaston Jones,3
Sir Jones,3
Bellaston JONES,3
Lady JONES,3
Lord Lady,3
Merchant,3
Age,3
Compassion,3
Cheeks,3
recluse,3
Pedant,3
Parts,3
Pen,3
Point,3
kind,3
Disposition,3
ure,3
