name,percentage,role,author
Adela_Waltham,8.242064,,male
Alice_Mutimer,2.102764,,male
Daniel_Dabbs,2.338603,,male
Emma_Vine,0.792547,unmoneyed,male
Hubert_Eldon,4.4675709999999995,,male
Jim_Cullen,0.046526,,male
Mrs_Eldon,0.521413,,male
Mrs_Waltham,0.7690170000000001,,male
Richard_Mutimer,0.250813,heir,male
Stephen_Longwood,0.026739999999999996,,male
Willis_Rodman,2.896916,,male
