name,percentage,role,author
Lady_Arabella,10.97629,"heiress, ward",female
Lucy,0.80715,unmoneyed,female
Marquis,0.4468,father,female
Miss_Glanville,1.49878,unmoneyed,female
Miss_Groves,0.264842,heiress,female
Mr_Glanville,9.190165,suitor,female
Mr_Hervey,1.330111,suitor,female
Sir_Charles,2.817431,guardian,female
Sir_George,3.5799,"suitor, moneyed",female
