name,percentage,role,author
Lady_Arabella,14.190148,"heiress, ward",female
Lucy,1.276114,unmoneyed,female
Marquis,1.453381,father,female
Miss_Glanville,3.284853,unmoneyed,female
Miss_Groves,0.202522,heiress,female
Mr_Glanville,18.4720,suitor,female
Mr_Hervey,1.700103,suitor,female
Charles_Glanville,7.065024,guardian,female
Sir_George,6.502532,"suitor, moneyed",female
