name,percentage,role,author
Emily_Hotspur,2.86176,heiress,male
George_Hotspur,8.536032,"heir, suitor, unmoneyed",male
Harry_Hotspur,7.909660000000001,moneyed,male
Lady_Altringham,0.163133,moneyed,male
Lady_Elizabeth,2.316186,moneyed,male
Lord_Alfred,0.392444,,male
Lord_Altringham,2.412373,,male
