name,percentage,role,author
Emma,5.7469790000000005,heiress,female
George_Knightley,2.916316,"heir, suitor",female
Harriet_Smith,3.1660619999999997,unmoneyed,female
Henry_Woodhouse,3.048406,"moneyed, father",female
Jane,3.416122,unmoneyed,female
Miss_Chruchill,0.007529999999999999,,
Mrs_Elton,0.588283,heiress,female
Phillip_Elton,3.829018,unmoneyed,female
