name,percentage,role,author
Anne_Catherick,1.277369,unmoneyed,male
Frederick_Fairlie,1.378455,guardian,male
Laura_Fairlie,3.789475,"heiress, ward",male
Marian_Halcombe,3.455118,"unmoneyed, ward",male
Sir_Percival,10.648231,,male
Walter_Hartright,1.378456,"unmoneyed, suitor",male
Count_Fosco,1.3923,,male
