name,percentage,role,author
Anne_Catherick,1.0670110000000002,unmoneyed ,male
Frederick_Fairlie,1.249896,guardian,male
Laura_Fairlie,3.814314,"heiress, ward",male
Marian_Halcombe,2.290895,"unmoneyed, ward",male
Sir_Percival,8.175946000000001,,male
Walter_Hartright,1.156039,"unmoneyed, suitor",male
Count_Fosco,1.006,,male
