name,num
I,8469
Arabella,4047
Mr Glanville,3060
Miss Glanville,1349
Sir George,1342
Sir Charles,1238
Lucy,1160
me,761
Cousin,688
Man,667
Madam,554
Glanville,551
Person,529
Lady Bella,523
Marquis,494
Mr Selvin,478
it,400
we,381
Ladies,371
Brother,354
Gentleman,345
You,343
ARABELLA,312
Mr Hervey,310
Father,308
Lady Lady,303
Lover,298
Heroine,271
Woman,270
Son,245
Mr Tinsel,242
Daughter,204
Uncle,189
Persons,184
Servants,160
House,156
Miss Groves,152
one,135
Men,132
Sydimiris,129
Urinoe,125
Edward,125
People,121
Sir I,120
Eyes,120
Letter,116
Niece,115
us,115
Women,113
William,108
thou,107
Resolution,103
Princess Princess,100
Physician,93
Beauty,92
Lady I,87
Countess Countess,87
Fellow,86
others,85
Words,84
Artamenes,83
Nephew,81
Speech,80
Company,79
Confidant,78
Ariamenes,78
Marchioness,78
Sight,76
himself,74
World,73
Selvin,72
Character,71
Hero,70
time,70
He,70
Lady Arabella,69
Honor,69
Confusion,68
Roberts,68
Ladyship I,67
Passion,66
Tinsel,66
Cynecia,65
Account,64
Mrs Morris,62
Love,61
whose,61
Lovers,60
Robbers,60
The,60
Maid,59
Horse,58
His,58
Gentlemen,58
Discourse,58
It,57
Husband,57
Books,57
MISS Glanville,56
Exploits,54
Rival,54
Bellmour,54
thing,54
Clelia,53
Duchess Duchess,52
Years,52
Bella,52
Nay,51
Reprehension,51
Reader,50
Chamber,50
nothing,50
Perplexity,50
Baronet Mr,49
Quality,49
Oroondates,49
Rudeness,48
Death,47
Head,47
Heart,47
Knowledge,47
Orontes,47
Soul,47
Behavior,47
Billet,47
Laws,46
Heaven,46
Queen Clcopatra,45
Design,45
Thoughts,45
Surgeons,45
Her,44
Philonice,44
Accident,44
Charms,43
LADY,43
Vanity,43
Sister Mr,42
Appearance,42
Respect,42
Pray,42
Servant,42
Girl,42
Almanzor,42
Seat,42
Acquaintance,41
Relation,41
myself,41
MR,41
Fortune,41
LUCY,41
don,40
Cause,40
Pardon,40
Authors,40
Baronet Baronet,39
Indisposition,39
Hall,39
Heroes,38
Gallantry,38
Marcomire,38
Lady Miss,37
Ladyship Ladyship,37
Mind,37
Sex,37
Time,37
Enemies,37
Friends,37
Sir Sir,36
Grief,36
Air,36
Virtue,36
Congreve,36
Comedies,36
George,36
Coach,36
Commander,36
Vaux,36
Sister Sister,35
Power,35
Presence,35
Poor,35
Chair,35
Despair,34
Silence,34
Whisper,34
Care,34
Violence,34
Life,34
Cleopatra,33
Condition,33
faithful,33
Part,33
Action,33
Sword,33
A,33
Earl,33
Series,33
Adventure,32
Knight,32
Beauties,32
Pretensions,32
We,32
Divine,32
self,32
Follies,32
Princess Media,31
Commands,31
Artaban,31
Ravishers,31
Word,31
Affair,31
Doctor Doctor,30
Compassion,30
something,30
Mandana,30
Fellows,30
Messenger,30
They,30
Day,30
Opportunity,30
Dorothea,30
Miss Mr,29
Unknown,29
Alexander,29
Charles,29
Vows,29
Disposition,29
Miss GlanvilleMiss,28
GlanvilleMiss Glanville,28
Sir me,28
Prince Prince,28
Town,28
Rank,28
Look,28
SIR,28
Romance,28
Enemy,28
order,28
Admiration,28
Bear,28
Mr Roberts,27
Mr L,27
Voice,27
Fair,27
thyself,27
Hand,27
Imagination,27
Face,27
Horseback,27
Indifference,27
Garden,27
Merit,27
Roman,27
Season,27
Cyrus,26
Ravisher,26
Service,26
Pains,26
Hopes,26
Courage,26
Side,25
Valor,25
Glory,25
Physicians,25
Danger,25
Apartment,25
Quarrel,25
Means,25
Lady Mr,24
Questionless Questionless,24
Beau,24
Passions,24
Force,24
Heroines,24
Business,24
Hour,24
Prepossession,24
Raillery,24
Princess Mr,23
Place,23
Body,23
none,23
Spirits,23
Effect,23
Baronet Arabella,22
Lady me,22
Countess Mr,22
Lord I,22
Tears,22
Your,22
Manner,22
Romances,22
Julia,22
Providence,22
Creature,22
Toxares,22
Lady Brother,21
Sir Mr,21
Wife,21
Liberty,21
Crime,21
Object,21
Affection,21
Friend,21
Particulars,21
Hanger,21
Adventures,20
Tenderness,20
Law,20
Nature,20
God,20
Family,20
Mother,20
Lady Lover,19
Countess Arabella,19
Chance,19
Desire,19
Meaning,19
Grace,19
Name,19
F,19
Obedience,19
Offense,19
Gardener,19
nobody,19
Parisatis,19
endeavor,19
Actions,19
Ladyship Arabella,18
Fidelity,18
Sort,18
Success,18
Intelligence,18
Humor,18
Joy,18
Sentence,18
Habit,18
Days,18
Entreaty,18
Cries,18
Accidents,18
Pleasure,18
Scene,18
Diversions,18
Sister Arabella,17
Mistress Mistress,17
Trust Lucy,17
Happiness,17
Complaints,17
Delicacy,17
Subject,17
Criminal,17
Insolence,17
Oaths,17
Devil,17
Example,17
Answer,17
Reflections,17
My,17
Lady Woman,16
Ladyship me,16
King Arabella,16
Civility,16
Misfortune,16
Vice,16
Antiquity,16
Army,16
Disdains,16
doubt,16
quire,16
