name,num
Arabella,14817
I,6819
me,5600
Mr Glanville,4761
it,4091
Sir George,2782
Cousin,2331
Lucy,2255
Miss Glanville,1898
Man,1714
Sir Charles,1640
Lady Bella,1470
Person,1453
Lover,1225
Brother,1114
Father,1096
Passion,910
Ladies,871
ARABELLA,847
Mr Selvin,837
Eyes,825
Glanville,796
Gentleman,786
Letter,775
Life,748
Marquis,714
Persons,695
Son,677
Love,645
Daughter,607
Death,577
Mr Hervey,557
himself,552
World,551
nothing,541
Madam,538
Men,528
Woman,511
Lady Lady,509
Mr Tinsel,508
thing,506
Niece,497
Uncle,465
Words,462
Reason,458
we,453
Heroine,449
us,440
Favor,426
time,416
Account,403
Chamber,397
Heart,391
Part,388
Miss Groves,381
Liberty,371
Design,371
Thoughts,371
yourself,370
House,365
Commands,364
Hand,363
Head,358
Opinion,351
Violence,334
Apartment,328
Cause,326
Women,323
Sydimiris,322
Adventures,322
Confusion,321
Opportunity,320
Conversation,317
Beauty,314
whose,311
Honor,310
Respect,308
Condition,307
myself,299
Things,294
Company,291
Happiness,288
Edward,288
Behavior,287
Glory,287
Offense,280
Mind,279
Manner,276
Physician,276
Exploits,275
Tears,274
Face,273
Day,272
one,269
Power,268
Room,267
Place,267
something,264
Acquaintance,260
Virtue,259
Knowledge,256
Speech,254
Crime,254
Appearance,250
You,247
Discourse,247
Horse,244
Years,244
Fortune,244
Lovers,243
Sword,242
Servants,242
Affection,241
Billet,240
Pardon,236
Word,235
others,234
Nephew,234
Despair,232
Moment,232
Visit,230
Sight,229
Time,228
People,228
It,220
home,219
Misfortune,219
Seat,217
Danger,216
Occasion,214
Way,214
Presence,211
Character,208
Air,207
Grief,203
Town,202
Enemies,202
Compassion,201
Resolution,200
Romance,200
Orontes,197
Romances,196
Care,196
Fault,194
Pleasure,191
Servant,191
Actions,189
Joy,189
Adventure,187
Resentment,185
Philonice,184
Courage,183
Pains,183
Sentiments,182
Soul,181
Truth,179
Rival,179
Humor,179
Clelia,178
Books,178
Selvin,178
Silence,177
Gentlemen,177
Uneasiness,176
Quality,176
Heroes,174
Name,173
thee,170
Oroondates,170
Bed,169
Desire,169
Answer,169
Valor,169
Nature,168
Maid,167
Chair,166
Artaban,165
Husband,165
Hands,165
Perplexity,164
Rank,161
Hopes,159
Relation,158
Wounds,158
Heaven,153
Service,153
Intentions,153
Marchioness,153
Bella,152
Ravisher,151
Action,151
Satisfaction,151
Cynecia,149
Addresses,147
Charms,144
Artamenes,144
Look,142
Feet,142
Notice,141
Examples,141
Enemy,141
Morning,140
His,138
Cleopatra,137
Tree,137
Beauties,137
William,137
Confidant,136
Ariamenes,135
manner,134
Object,133
Thing,132
Divine,132
Side,131
Indisposition,131
Subject,130
Suspicions,130
Obedience,130
Share,129
Designs,128
Sentence,128
Imagination,128
Moments,127
Merit,127
Affair,127
Anger,126
Misfortunes,125
Diversion,125
Bellmour,125
Particulars,125
Body,124
Admiration,124
Meaning,124
Gallantry,124
Matter,124
Lady Arabella,123
Door,123
Coach,123
Inclination,123
Affront,122
Proof,121
Curiosity,120
Blood,120
He,120
My,120
Princess Princess,119
Reflections,119
kind,119
Prisoner,119
Effects,119
Effect,119
LADY,119
Authors,119
Necessity,117
Defense,117
Lady I,116
Sex,116
Observation,116
future,116
Queen Clcopatra,115
Generosity,115
Intention,115
Mandana,115
End,114
Garden,114
Notions,113
Parisatis,113
Apprehensions,113
Mrs Morris,112
Accident,112
thou,111
Number,111
Advantage,111
Displeasure,110
Conduct,110
Severity,110
Health,109
Countess Countess,108
Fidelity,108
Language,108
Voice,107
Tenderness,107
Possession,106
Unknown,106
Tinsel,106
Fever,106
Affliction,105
Aversion,105
Fear,105
Peace,105
Looks,104
Ravishers,104
Friendship,103
Friend,103
Civility,103
Princess Julia,102
Permission,102
Reputation,102
Fellow,102
Trouble,101
Pretensions,101
Means,101
Kiss,101
Closet,100
Command,100
Urinoe,100
Expressions,100
Creature,100
Consequences,100
Carp,100
Will,99
Orders,99
Birth,99
Juba,99
Days,99
Declaration,99
self,98
deal,98
Dispute,98
Attempt,98
Sigh,97
Surprise,97
order,96
Rise,96
Rage,95
Leave,95
Banishment,95
Mr L,94
Absence,94
Ground,94
Punishment,94
Extravagance,94
Wit,93
Audience,93
Almanzor,93
Heroines,92
Presumption,92
Ladyship Ladyship,91
Promise,91
yonder,91
Knight,91
A,91
Signs,90
Disposition,90
Business,90
Sister Sister,89
Mouth,89
Writing,89
London,89
Relief,89
Message,89
Quarrel,89
View,88
Endeavors,88
Occasions,88
life,88
Inclinations,87
Hours,87
Purpose,87
Contempt,87
Her,87
Laws,87
Interruption,86
Hope,86
Bedside,86
Girl,86
Wife,85
Veil,85
Innocence,85
themselves,84
Poor,84
Sense,83
Insolence,83
Letters,83
Discovery,83
Safety,83
Precepts,83
Sir Arabella,82
Opportunities,82
mine,82
Julia,82
Light,81
Scandal,81
Services,81
Hanger,81
Games,81
Ladyship me,80
Passages,80
Pain,80
Treatment,80
Injury,80
Blushes,80
Fate,80
Loss,79
Turn,79
