name,percentage,role,author
Cecilia,7.83097,"heiress, ward",female
Henrietta,0.546979,unmoneyed,female
Honoria,1.737484,heiress,female
Mrs_Harrel,1.899299,moneyed,female
Margaret,1.035256,heiress,female
Augusta,1.137468,moneyed,female
Mortimer,3.3883300000000003,"suitor, heir",female
Mr_Harrel,4.821108000000001,"guardian, moneyed",female
Monckton,3.5729319999999998,,female
Briggs,0.538611,guardian,female
Albany,0.30148800000000003,unmoneyed,female
Mr_Delvile,0.6287229999999999,guardian,female
