name,percentage,role,author
Jane,35.361,heiress,female
Adele,0.796822,"unmoneyed, ward",female
Blanche_Ingram,1.7628009999999998,heiress,female
Bertha,0.025596,heiress,female
Aunt_Reed,0.07270800000000001,,female
Diana,0.5301020000000001,,female
Mary,0.49856999999999996,heiress,female
St_John,5.722797,,female
Mason,0.125384,,female
John_Eyre,2.694281,moneyed,female
Mr_Rochester,5.731,"moneyed,suitor,guardian",female
Alice_Fairfax,2.5852,unmoneyed,female
