name,percentage,role,author
Bella,1.280766,"heiress, unmoneyed",male
Mrs_Boffin,1.205368,,male
Lizzie,0.23830900000000002,unmoneyed,male
Jenny_Wren,0.532203,unmoneyed,male
John_Harmon,2.13936,"heir, suitor",male
Nicodemus_Boffin,5.539251999999999,heir ,male
Mr_Wilfer,0.8685719999999999,unmoneyed,male
Mr_Lightwood,1.216059,,male
Charley_Hexam,0.000713,unmoneyed,male
