name,percentage,role,author
Abel_Magwitch,0.11381199999999998,,male
Biddy,0.572376,unmoneyed,male
Compeyson,0.356354,,male
Herbert_Pocket,3.654695,,male
Joe_Gargery,2.979004,unmoneyed,male
Miss_Havisham,0.024309,moneyed,male
Molly,0.138674,unmoneyed,male
Mr_Jaggers,2.824861,,male
Mr_Wemmick,1.0718239999999999,,male
Mrs_Joe,0.350829,unmoneyed,male
Pip,41.731491999999996,heir,male
Pumblechook,1.634254,,male
Estella,0.379,heiress,male
