name,percentage,role,author
Amabel_Edmonstone,0.886913,,female
Amy_Edmonstone,2.362346,,female
Charles_Edmonstone,2.063952,heir ,female
Guy_Morville,7.436887,"heir, suitor",female
Laura_Edmonstone,1.9392189999999998,,female
Mrs_Edmonstone,2.122757,,female
Philip_Morville,2.930421,"heir, suitor",female
