name,num
I,1983
Jones,465
Mr Jones,425
Sophia,337
we,310
Man,253
Partridge,239
Fellow,160
Landlady,150
Gentleman,144
Sergeant,141
me,120
it,102
Squire,91
Woman,91
Lady Lady,80
Landlord,79
Husband,72
Honor,68
Reader,63
People,61
Friend,53
us,51
Person,50
You,48
Wife,47
himself,46
We,45
Men,42
Company,41
Susan,40
Daughter,39
Mr Watson,36
Northerton,36
Surgeon,36
Women,35
Father,35
Mrs Fitzpatrick,34
Devil,34
Mr Blifil,33
Mr Northerton,33
World,32
Hero,32
Mr Western,30
thou,30
Mr Fitzpatrick,29
one,29
Gentlemen,29
Waters,29
Aunt,27
Fire,27
Guide,26
others,25
House,25
Persons,24
Blifil,24
Allworthy,24
Brother,23
Western himself,22
Barber,22
Mr Allworthy,21
Sir I,21
Madam,21
Dowling,21
Fitzpatrick,21
Boy,20
Servants,20
Ensign,20
W,19
O,19
Fortune,19
Ladies,19
Attorney,19
Mrs Abigail,18
Heaven,18
Time,17
Officer,17
Writer,17
Travelers,17
ife,17
Contempt,16
They,16
Body,16
Name,16
Villain,16
Whitefield,16
Pursuit,16
Nature,15
Love,15
Lieutenant,15
Preacher,15
My,15
Life,14
Author,14
It,14
La,14
Benjamin,14
Lad,14
Parson,14
Mr Derby,13
Maid,13
none,13
Nay,13
Clerk,13
Means,13
Coach,13
Dagger,13
Mr Dowling,12
Lady I,12
Mrs Whitefield,12
The,12
Companion,12
Behavior,12
French,12
Law,12
don,12
Readers,12
hip,12
Words,12
Face,12
Authors,12
Water,12
Apothecary,12
Highwayman,12
Book,11
Uncle,11
Creature,11
Fellows,11
Patient,11
She,11
myself,11
Horse,11
Mind,11
Arrival,11
Chambermaid,11
Society,11
Worship,11
Sir George,10
Ladyship Ladyship,10
Mr Maclachlan,10
Genius,10
Characters,10
body,10
Niece,10
nay,10
Bill,10
Eyes,10
nothing,10
Regiment,10
Lawyer,10
Hill,10
News,10
Garter,10
Quality,10
Blessings,10
Western Mr,9
Master Puppet,9
Writers,9
Horace,9
Age,9
Quaker,9
Mother,9
Kitchen,9
P,9
Critic,9
Matter,9
ay,9
Actors,9
Charms,9
Somersetshire,9
Frank,9
saucy,9
Cousin,9
Upton,9
Gypsy,9
Lady we,8
Disguises,8
Money,8
A,8
Acquaintance,8
Conversation,8
Dear,8
Robin,8
Child,8
Compassion,8
thing,8
Soldiers,8
Officers,8
Chapter,8
Poet,8
Appearance,8
Fair,8
Air,8
Coachman,8
Members,8
Exciseman,8
shew,8
Western I,7
Mistress Mistress,7
Ladyship I,7
Mistress House,7
Majesty Majesty,7
Books,7
Character,7
Friends,7
Scene,7
Part,7
Power,7
Philosophy,7
Invectives,7
Word,7
He,7
Maam,7
Pride,7
Kind,7
Thomas,7
Tom,7
Spirits,7
herself,7
Vice,7
Arts,7
Experience,7
fogger,7
Moon,7
Voice,7
Escritore,7
Son,7
Philosopher,7
Faith,7
show,7
Bones,7
Gentry,7
Footman,7
Hearers,7
Betty,7
Historian Historian,6
Sir Sir,6
Lady Mr,6
Lady Sophia,6
King Gypsies,6
Passion,6
Resolution,6
Hands,6
Politics,6
Lover,6
Pleasure,6
Terrors,6
MRS,6
Times,6
well,6
Spirit,6
Hand,6
Soldier,6
Profession,6
Youth,6
Wretch,6
Rascal,6
Table,6
Heart,6
Don,6
Lovers,6
Malice,6
Sort,6
Pettyfogger,6
Scoundrel,6
Watson,6
R,6
Sportsmen,6
Opinion,6
English,6
Hi,6
Mrs Western,5
Western World,5
Lady Maid,5
Doctor Doctor,5
Story Mr,5
Mrs Waters,5
Lady The,5
Mrs Water,5
Conduct,5
Englishman,5
Concern,5
Females,5
Servant,5
Desire,5
Foot,5
Use,5
Art,5
Yes,5
Good,5
Night,5
Chance,5
Idea,5
Place,5
Expedition,5
Danger,5
Sense,5
Clock,5
Sentinel,5
Relation,5
Flesh,5
Mankind,5
itself,5
E,5
This,5
Enemies,5
Animals,5
Joy,5
Blood,5
Angel,5
Apprehensions,5
Degrees,5
End,5
Prisoner,5
Counsel,5
Accident,5
h,5
Set,5
Mob,5
Side,5
Number,5
Labors,5
What,5
Folks,5
Animal,5
Horses,5
Incident,5
Sight,5
Hurry,5
Rebels,5
Tyrant,5
Rivers,5
Gypsies,5
Justices Peace,4
Mr Adderley,4
Sir Man,4
Drawer Drawer,4
Stranger Stranger,4
Stranger I,4
King James,4
Magistrate Magistrate,4
Lordship Lordship,4
Master Hunt,4
something,4
Thought,4
Children,4
Virtue,4
Letter,4
Business,4
Matters,4
Philosophers,4
deed,4
Bailiff,4
Force,4
Family,4
MR,4
B,4
Morning,4
Impudence,4
Evil,4
Heavens,4
Consent,4
Cupid,4
Muff,4
wife,4
Object,4
Way,4
Corporal,4
Day,4
Commands,4
Incidents,4
Thing,4
Sword,4
Condition,4
Room,4
tender,4
kind,4
Critics,4
nobody,4
Cloth,4
Sun,4
time,4
self,4
Enemy,4
Mouth,4
D,4
Hour,4
Imagination,4
Surprise,4
Want,4
Head,4
length,4
Bath,4
order,4
Party,4
Writing,4
Blockhead,4
Health,4
Wench,4
Look,4
quoth,4
Discovery,4
Lawns,4
Thief,4
Mouse,4
Road,4
Gentlevolks,4
Thoughts,4
Deities,4
Engagement,4
Rum,4
Madman,4
Advantages,4
Machines,4
Pedagogue,4
Western Sophia,3
Sir Jones,3
Western Western,3
Master I,3
Lady me,3
Mrs I,3
Western Lady,3
Justice Justice,3
Justice Squire,3
Doctor I,3
Mistress I,3
Doctor Mr,3
Sir Mr,3
Mr Benjamin,3
Story I,3
Priest I,3
Lord Lord,3
Lord I,3
Master Partridge,3
Mr Miller,3
Lady Means,3
Captain Waters,3
Lady Mrs,3
Mr Fitzatrick,3
Mr Moore,3
Lady Book,3
Hostler Boy,3
Hint,3
Adventures,3
Player,3
Spectators,3
Garrick,3
Tragedy,3
Passions,3
Managers,3
Patentee,3
Regard,3
Girl,3
Value,3
Hare,3
Pursuance,3
Command,3
Popish,3
Views,3
Happiness,3
Farmer,3
Parsons,3
mine,3
Pace,3
Wages,3
Success,3
Scales,3
Generosity,3
Luck,3
Entreaties,3
Consideration,3
Humor,3
Slut,3
Discourse,3
Loss,3
Cause,3
Jimmey,3
Well,3
J,3
dat,3
Curiosity,3
Commander,3
Liquor,3
Rank,3
whose,3
Horror,3
Candles,3
Sound,3
Homer,3
latter,3
Folly,3
Reflections,3
Neighbors,3
m,3
H,3
Miseries,3
Glass,3
Figure,3
Latin,3
Eye,3
Parts,3
Petty,3
Witches,3
Motives,3
Reputation,3
Situation,3
Diligence,3
Pleasures,3
Jack,3
prithee,3
Pooh,3
Religion,3
Motions,3
Assurance,3
Knowledge,3
themselves,3
Manners,3
Mark,3
Paper,3
Wit,3
Captive,3
Degree,3
insomuch,3
War,3
Nails,3
Orbs,3
Peace,3
Leader,3
Ceremonies,3
Form,3
ies,3
Sheep,3
boy,3
Schoolma,3
Gentlewoman,3
Commission,3
Sluices,3
i,3
meeting,3
Uproar,3
Shakespeare,3
whole,3
Sex,3
Rat,3
Satisfaction,3
Mercy,3
Design,3
Twas,3
Muse,3
Fondness,3
Roads,3
women,3
hold,3
Guides,3
Cousins,3
Beauty,3
Woods,3
Devon,3
Dorset,3
Auctioneers,3
Lines,3
Hounds,3
Squires,3
ones,3
Owner,3
Receipt,3
Guinea,3
Puppet,3
Grace,3
Wisdom,3
Reflection,3
Healths,3
Goodness,3
Suspicions,3
Nymph,3
Curtesy,3
Female,3
Examples,3
Western MR,2
Priest Priest,2
Country I,2
Mistress Maid,2
Mistress Sophia,2
Mistress Scale,2
Mistress Integrity,2
Mistress Imagination,2
Justice Peace,2
Magistrate Mr,2
Sister Sister,2
Toast master,2
Drawer Report,2
Doctor Landlady,2
Captain Captain,2
Mr Pope,2
Lord Shaftsbury,2
Story Ghost,2
Ghost George,2
Historians Historians,2
Lady Head,2
Lord Land,2
Story it,2
Master himself,2
Circumstances Circumstances,2
Sir Woman,2
Lord Justice,2
Lord Partridge,2
Assistance Water,2
Christians Man,2
Strength Freshness,2
Lady Manner,2
Master House,2
Lady Woman,2
Lady Landlord,2
Mistress Inn,2
Instance Gentleman,2
Lady Voice,2
Mistress Susan,2
Lady Companion,2
Ladyship Sophia,2
Lady Garment,2
Gestures Head,2
State Life,2
Dr Cheney,2
Distillation Malt,2
Hostler Hostler,2
Mistress The,2
Lord Jones,2
Sir we,2
Constitutions Love,2
Master Master,2
Master The,2
Priest Acquaintance,2
Lady Devil,2
Stranger Jones,2
King Jones,2
Prince latter,2
Lordship Jones,2
Distress Partridge,2
V,2
Beggar,2
Poets,2
Reasons,2
Remembrance,2
Boxes,2
Privilege,2
Scenes,2
Theater,2
Phrase,2
Act,2
Ill,2
Measures,2
Evidence,2
Tears,2
Milton,2
Length,2
Arms,2
Divines,2
Authority,2
Socrates,2
Alcibiades,2
Sophy,2
Match,2
Couples,2
Writ,2
Jailer,2
Dialogue,2
yourself,2
Principles,2
Anger,2
Picture,2
Marriage,2
Field,2
College,2
Chambermaids,2
F,2
Ortolan,2
Thwackum,2
Affection,2
Robbers,2
Sailor,2
Prospect,2
Service,2
Fidelity,2
Balance,2
Accidents,2
Order,2
Breeding,2
Oaths,2
Favor,2
Absurdities,2
Piety,2
Prithee,2
Grief,2
Scheme,2
Subject,2
Parish,2
Sleep,2
Fears,2
Door,2
God,2
Portmanteau,2
Endeavors,2
Quarters,2
Scandal,2
Army,2
Feet,2
Fathers,2
Colonel,2
Put,2
Oliver,2
present,2
Burgundy,2
ray,2
Fervency,2
Frenchman,2
who,2
Government,2
Symptoms,2
Soop,2
Sauces,2
Days,2
Chaplain,2
Battle,2
Division,2
Murderer,2
Agonies,2
Wits,2
Bird,2
Report,2
Gout,2
Our,2
Such,2
Chimney,2
Particular,2
Pounds,2
Bedside,2
discompose,2
Conviction,2
Defense,2
Ulysses,2
Circe,2
Bacon,2
Title,2
Arrian,2
Charles,2
Twelfth,2
Sweden,2
Records,2
Fisher,2
Agents,2
Zeal,2
Opposition,2
Comedy,2
Talents,2
Poetry,2
u,2
Laa,2
Demon,2
Aliment,2
Scholar,2
Relations,2
Wine,2
Friendship,2
Literature,2
Attention,2
Accusations,2
Tempus,2
edax,2
Rerum,2
Nation,2
Fraternity,2
Suspicion,2
means,2
Admonitions,2
Praise,2
Sagacity,2
Fingers,2
Top,2
Light,2
Villains,2
Scuffle,2
Providence,2
Skin,2
Year,2
elder,2
Inclination,2
Demands,2
Manner,2
Chum,2
