name,num
I,1029
Jones,780
it,758
Sophia,747
Mr Jones,701
me,578
Man,499
Partridge,462
we,266
Gentleman,248
Fellow,237
Husband,219
Landlady,213
Squire,202
People,171
Sergeant,161
House,156
Honor,153
Wife,150
us,142
Person,142
Time,139
Woman,139
Friend,136
Men,136
himself,133
Company,128
Way,118
Father,112
Lady Lady,111
Fortune,108
Landlord,107
World,106
Reader,106
Part,97
Truth,95
nothing,90
Daughter,89
Matter,87
Horses,87
Place,86
Money,86
Name,85
Head,85
Aunt,85
Surgeon,84
Life,83
Hero,83
Fire,83
Bed,79
Love,75
Mr Derby,74
Words,74
others,73
Character,73
Allworthy,72
Ladies,72
show,72
one,70
Things,68
Room,66
Power,65
Night,65
Northerton,65
Nature,64
Heart,64
Mr Blifil,63
Thing,63
Eyes,63
Boy,63
Opinion,62
Gentlemen,61
Women,60
thing,60
Word,60
Manner,59
Horse,58
End,56
Hands,56
Puppet,54
Susan,54
Companion,53
Devil,53
myself,53
Day,53
Mr Allworthy,52
Persons,52
Account,51
Kitchen,51
Ensign,50
Mrs Fitzpatrick,49
Behavior,49
Mind,48
Bill,48
Advice,47
Inn,47
Servants,46
Body,46
My,46
Face,45
yourself,45
Author,44
Journey,44
Mr Western,43
Mr Northerton,43
Satisfaction,43
Town,43
Morning,42
Brother,42
Guide,42
Occasion,41
Niece,41
Business,41
Book,41
Cause,41
Purpose,41
Degree,40
Right,40
Quality,40
Barber,40
Virtue,39
Vice,39
Coach,39
London,39
itself,39
Mr Fitzpatrick,38
Compassion,38
Matters,38
something,37
Acquaintance,37
Friends,37
It,36
Hill,36
Opportunity,36
Fellows,36
Garter,36
Subject,35
Son,35
Kind,34
Mother,34
thee,34
hip,34
Parson,34
Side,34
Door,34
The,33
Maid,33
Law,33
Reason,33
Hand,33
Conversation,33
thou,33
Road,32
Means,32
Ears,32
Light,32
Evening,32
Writer,32
Pursuit,31
Curiosity,31
Moment,31
We,31
Voice,31
Suspicion,30
Mankind,30
Passion,30
Blifil,30
Piece,30
Blood,30
Mr Watson,29
Madam,29
Charms,29
La,29
Dagger,29
Thoughts,29
Dowling,29
Cousin,29
Objects,28
Effect,28
length,28
Muff,28
Pocket,28
Situation,28
Prisoner,28
Upton,28
Western himself,27
Pleasure,27
Favor,27
Society,27
Harm,27
Good,27
Foot,27
Share,27
Sort,27
Reckoning,27
Miles,27
Characters,26
Resolution,26
Mouth,26
Mercy,26
themselves,26
Concern,26
Care,26
Soldiers,26
Enemy,26
News,26
Chambermaid,26
Fitzpatrick,26
Mr Dowling,25
Years,25
Advantage,25
Knowledge,25
Relation,25
Spirits,25
Heaven,25
Sum,25
Danger,25
Expression,25
Apprehensions,25
Soldier,25
Guineas,25
Reputation,25
Apothecary,25
Fact,24
Happiness,24
Authority,24
Philosophy,24
Family,24
Air,24
Thomas,24
Wound,24
Sword,24
Mob,24
Mrs Abigail,23
Hour,23
Fool,23
Trouble,23
Marriage,23
Condition,23
Return,23
Discourse,23
Escape,23
Death,23
Religion,23
Officer,23
Service,23
Mrs Water,22
Contempt,22
Pardon,22
Fault,22
Judgment,22
home,22
herself,22
Object,22
Officers,22
Bath,22
Work,22
Neighbors,22
nay,22
Notice,22
Attorney,22
Paper,22
Days,21
Action,21
Villain,21
Uncle,21
Creature,21
Property,21
Hours,21
Chapter,21
Success,21
Spirit,21
Respect,21
Alehouse,21
Accident,21
Table,21
Travelers,21
Tyrant,21
Supper,21
Consequence,20
Injury,20
Readers,20
Attention,20
Offense,20
Lieutenant,20
Leave,20
Merit,20
Benjamin,20
Vices,20
ife,20
contrary,19
Arms,19
Affection,19
Orders,19
Lover,19
Violence,19
Case,19
Clothes,19
Rebels,19
Home,19
Philosopher,19
Mr Maclachlan,18
Scene,18
Answer,18
Child,18
Regard,18
Sense,18
Art,18
Language,18
Conduct,18
Consent,18
Punishment,18
Command,18
Earth,18
Expedition,18
Dinner,18
Homer,18
Faith,18
kind,18
Eye,18
Appearance,18
Wine,18
self,18
fogger,18
Pound,18
Engagement,18
Ladyship News,17
Disposition,17
none,17
Rage,17
Animals,17
Guilt,17
Office,17
Difficulty,17
Folks,17
Civility,17
Bank,17
Regiment,17
Profession,17
Sentinel,17
Reasons,17
Goodness,17
deal,17
Robbery,17
Footman,17
Pocketbook,17
Ladyship Ladyship,16
Mrs Whitefield,16
Sir George,16
Humor,16
Title,16
Amends,16
Phrase,16
Surprise,16
Politics,16
Hare,16
Chamber,16
Symptoms,16
Charge,16
A,16
Pace,16
Clerk,16
Ideas,16
Terrors,16
Roads,16
half,16
Quaker,16
Battle,16
England,16
W,16
Fright,16
Affairs,16
Writing,16
Bones,16
Learning,16
Cloth,16
City,16
Petty,16
Moon,16
Saddle,16
Mrs Western,15
King James,15
Master Puppet,15
Bottle,15
Use,15
Parts,15
Liberty,15
order,15
Breath,15
Temper,15
Course,15
Secret,15
Age,15
Wretch,15
Method,15
Rank,15
Peace,15
Volunteer,15
March,15
University,15
French,15
Exciseman,15
Guinea,15
Figure,15
Credit,15
Irishman,15
Authors,15
Lovers,15
Watson,15
Wood,15
Hounds,15
Sir I,14
Mistress House,14
Mrs Waters,14
Departure,14
Price,14
Education,14
Value,14
Force,14
Visit,14
Possession,14
Beauty,14
Conscience,14
Fears,14
round,14
Gentry,14
Oaths,14
Army,14
Dignity,14
Scoundrel,14
Patient,14
u,14
Intention,14
Trade,14
Loss,14
Appetite,14
Lips,14
Pettyfogger,14
Whore,14
Escritore,14
Frank,14
Lodging,14
Creatures,14
Protection,14
Lady Sophia,13
Lady Mr,13
Adventures,13
Black,13
Books,13
Doubt,13
Horace,13
Sea,13
Purposes,13
tender,13
Government,13
Invectives,13
Conclusion,13
Prospect,13
Servant,13
Doctrine,13
Times,13
Joy,13
Pride,13
Sleep,13
Misfortune,13
Rascal,13
Act,13
Fear,13
Punch,13
Murder,13
whole,13
body,13
Discovery,13
use,13
Motive,13
Preacher,13
Whitefield,13
Want,13
Year,13
Meal,13
Whole,13
Andrew,13
Highwayman,13
Western Mr,12
Mrs Mrs,12
Lady Puppet,12
Ruin,12
Patience,12
D,12
Idea,12
Pains,12
Enemies,12
English,12
Anger,12
Sentence,12
Wits,12
Legs,12
i,12
Fondness,12
Reward,12
shew,12
Suspicions,12
dat,12
Cure,12
Murderer,12
Mischief,12
Works,12
Creation,12
Charity,12
Tea,12
Lawyer,12
Sight,12
Lad,12
Mutton,12
Human,12
Wench,12
Sex,12
Offices,12
Designs,12
Faults,12
saucy,12
Cameron,12
Justice Peace,11
Historian Historian,11
Coventry,11
Actions,11
Children,11
Matrimony,11
B,11
Minutes,11
Glass,11
Promise,11
Turn,11
P,11
Soul,11
Match,11
Oath,11
Marks,11
Impression,11
Shillings,11
Tom,11
Youth,11
Difference,11
Imagination,11
Play,11
Preservation,11
Fashion,11
Nap,11
Bottom,11
Blows,11
Inclination,11
Wisdom,11
Livelihood,11
Intimacy,11
Sake,11
Francis,11
Heaps,11
Baseness,11
Sheep,11
Critics,11
Hearers,11
Jenny,11
Owner,11
Figures,11
Gypsy,11
Lady I,10
Lady Book,10
Actors,10
Resemblance,10
Order,10
Noise,10
Evidence,10
Passions,10
Tears,10
Scheme,10
Party,10
deed,10
Quantity,10
Dispute,10
Will,10
Sound,10
Presence,10
War,10
Evil,10
Wishes,10
Ortolan,10
Views,10
Tongue,10
Waiting,10
Flesh,10
Robin,10
Accidents,10
Bridewell,10
Thought,10
Sensations,10
Heroine,10
Shilling,10
Folly,10
Senses,10
Chair,10
Beer,10
Scandal,10
Freedom,10
Neglect,10
Trojans,10
School,10
Tavern,10
Ground,10
Fame,10
Arm,10
Health,10
Water,10
art,10
Literature,10
Brethren,10
Somersetshire,10
Nose,10
Madness,10
Pedagogue,10
Parish,10
Assurance,10
Set,10
R,10
Affright,10
Worship,10
Fuel,10
Hither,10
Land,10
Merry,10
Healths,10
Drawer Drawer,9
Delight,9
Example,9
Scenes,9
Disguises,9
Letter,9
mine,9
while,9
Fortunes,9
Experience,9
Notions,9
Girl,9
Parents,9
Nation,9
Occasions,9
He,9
Measure,9
Writers,9
Rules,9
Decency,9
Affair,9
way,9
Syllable,9
Beginning,9
Silver,9
Window,9
Farthing,9
Romans,9
Speech,9
Look,9
Wounds,9
Ignorance,9
Pope,9
Courage,9
Bell,9
Hurry,9
Liquor,9
Design,9
Being,9
Tricks,9
Hopes,9
Bacon,9
Integrity,9
Income,9
Simplicity,9
Benevolence,9
Gravity,9
Leisure,9
present,9
Mare,9
writ,9
Expense,9
Crown,9
Parties,9
Offer,9
Mark,9
Shame,9
upwards,9
Counsel,9
Poor,9
h,9
Waters,9
Luck,9
High,9
Lif,9
Cheek,9
Leader,9
Eggs,9
Sagacity,9
Gentlevolks,9
Scent,9
women,9
She,9
Abbe,9
Bannier,9
Sentiments,9
Lady Maid,8
Injustice Injury,8
Mr Fitzatrick,8
Mr Pope,8
King Gypsies,8
Observations,8
Imitation,8
Critic,8
Spectators,8
Judges,8
Inclinations,8
Comfort,8
Apartment,8
Humanity,8
Court,8
Relations,8
Week,8
don,8
Impudence,8
Tomorrow,8
Solicitations,8
Quarters,8
Arrival,8
Entertainment,8
Guard,8
Choice,8
Food,8
Lie,8
m,8
Falsehood,8
Species,8
Farmer,8
Contemplation,8
They,8
Brain,8
forwards,8
Arguments,8
Merits,8
