name,percentage,role,author
Camilla_Spondi,0.012528000000000001,unmoneyed,male
Daniel_Thwaite,4.640153,"unmoneyed, suitor",male
Frederick_Lovel,1.36162,"heir, suitor",male
Josephine_Murray,1.786705,,male
Lady_Anna,13.546832,heiress,male
William_Patterson,1.5678969999999999,,male
