name,percentage,role,author
Camilla_Spondi,0.01968,unmoneyed,male
Daniel_Thwaite,7.072926,"unmoneyed, suitor",male
Frederick_Lovel,1.752802,"heir, suitor",male
Josephine_Murray,1.639645,,male
Lady_Anna,21.589551999999998,heiress,male
William_Patterson,3.1925220000000003,,male
