name,percentage,role,author
Austin_Ruthyn,0.041496,moneyed,male
Maud,40.507257,"heiress, ward",male
Monica_Knollys,4.39394,moneyed,male
Silas_Ruthyn,0.922118,"unmoneyed, guardian",male
Dudley_Ruthyn,1.073,,male
Millicent_Ruthyn,1.496,,male
Madame_de_la_Rougierre,1.93882,unmoneyed,male
