name,percentage,role,author
Lucretia,6.441943,"heiress, ward",male
Madame_Dalibard,0.509304,,male
Helen,2.3743,,male
Jane,0.015836000000000003,,male
Mrs_Braddell,0.330864,,male
Miles,6.389344,"guardian, moneyed",male
Gabriel_Varney,1.730388,,male
Charles_Vernon,2.1729540000000003,,male
William_Mainwaring,1.016345,,male
Olivier_Dalibard,2.986822,,male
Ardworth,3.074203,,male
Percival,1.3319379999999998,,male
Vincent,0.652678,,male
Braddell,0.475369,,male
