understanding_from,167.88867187500003
beauties,123.91796875000001
sisters_still,120.921875
L,106.0225890529974
ionel,106.0225890529974
concerns,85.94140625
mildness,79.9453125
pouting,79.146875
Mrs_would,71.9515625
coachman,60.24115044247788
Mr_young,55.463541666666664
exaltation,55.21289062500001
interest_Camilla,51.16612377850163
literature,50.76562499999999
delicacies,48.216796875
postage_over,47.96875
Sir_had,36.9765625
surgeon,33.47656250000001
attributes,32.778124999999996
equity,31.262115685252738
actors,28.979166666666664
parties,28.0553901131626
advance,26.584357541899443
Dubster_said,26.472536515120346
maids,24.519943876528362
fingers,23.484375
Mrs_a,20.782797567332757
annuity,20.782797567332757
diversions,20.3203125
incapacity,20.050803300043423
Mr_,18.987499999999997
legacy,18.602814698983583
Sir_Sir,18.214613423959218
commotion,17.48828125
epicure,16.98828125
recruit,16.98828125
malice,16.391570360299117
murmur,15.9890625
tint,15.98828125
veil,15.65625
Mrs_could,15.33355048859935
domestics_,14.992187500000002
Doctor_won,14.992187500000002
Flanders,14.206910736322502
softness,13.391570360299117
Drim_might,13.31021006350757
Yes,13.292737430167598
Sir_said,13.250162866449513
Major_was,12.992187500000002
energy,12.452155376598768
contrast_so,12.447437011294529
upbraiding,12.447437011294529
dgar,11.9921875
fame,11.68337081057929
consonance,11.312628547922666
ladyship,11.265242313705055
predilection,11.248168050806056
archness,11.20814332247557
seclusion,10.992187499999998
liberality,10.719553072625699
Mr_Lionel,10.335360556038228
We,10.266750418760468
Drim_where,10.246971473231731
rooms,9.769721744119336
Mrs_had,9.378299120234603
shopkeepers,9.000339904826648
Westwyns_pass,8.999398677089598
inquietude,8.9921875
recollection,8.981253458771445
resources,8.818763326226012
folly,8.796193497224426
haberdasher,8.732152162584681
shoulders,8.661458333333334
lure,8.66015625
buck,8.598749348619073
waiters,8.244140625
It,8.029728769394763
Waiter,7.9921875
what,7.555008685581933
ghost_,7.49609375
rock,7.244140625
cocks,7.186126038104543
coquette,7.180246328754144
devotion,7.065458293960999
darter,6.994791666666666
circumstances_had,6.857781087118392
Doctor_man,6.570630932439977
