name,percentage,role,author
Miss_Broadhurst,0.640092,heiress,female
Gace_Nugent,4.655315,moneyed,female
Lady_Clonbrony,2.883047,heiress,female
Lady_Isabel,0.632026,moneyed,female
Juliana,0.260246,unmoneyed,female
Lord_Clonbrony,5.504797,"moneyed, father",female
Lord_Colambre,24.17621,"heir, suitor",female
Nicholas_Garraghty,0.298476,unmoneyed,female
James_Brooke,2.893218,moneyed,female
