name,percentage,role,author
Emmeline,9.797508,heiress,female
Lady_Adelina,2.327978,moneyed,female
Lady_Montreville,0.303435,moneyed,female
Lord_Fitz-Edward,5.623351,moneyed,female
Lord_Montreville,6.378963,guardian,female
Mr_Delamere,6.017678,"suitor, heir",female
Mr_Maloney,0.090005,unmoneyed,female
Mrs_Stafford,6.505679,moneyed,female
Mrs_Carey,0.145,,female
Captain_Godolphin,4.194,,female
Miss_Otley,0.006,heiress,femalefemale
Augusta_Delamare,0.1639,,female
