name,percentage,role,author
Catherine,19.791092000000003,heiress,female
Eleanor,5.066366,,female
Isabella,1.466035,,female
James,3.162744,heir,female
Henry,0.0068969999999999995,,female
John,3.4279019999999996,,female
General_Tilney,0.9709709999999999,moneyed,female
Feredrick,0.150972,,female
