name,percentage,role,author
Catherine,9.074176,heiress,female
Eleanor,2.2378669999999996,,female
Isabella,1.6181969999999999,,female
James,2.383581,heir,female
John,3.815418,,female
General_Tilney,0.722437,moneyed,female
Frederick,0.296797,heir,female
